model,t1_load,regime,seed,t2_task_name,t2_rank,cot_id,s,k,t2_in_this_cot
gemma2:2b,trivial,cot,32114,ZEPPELIN,5,1,6,6,1
gemma2:2b,trivial,cot,32114,ZEPPELIN,5,2,6,6,1
gemma2:2b,trivial,cot,32114,ZEPPELIN,5,3,5,6,0
gemma2:2b,trivial,cot,32114,ZEPPELIN,5,4,6,6,1
gemma2:2b,trivial,cot,32114,ZEPPELIN,5,5,1,6,0
gemma2:2b,semantic_4,cot,32135,TULIP,5,0,0,6,0
gemma2:2b,semantic_4,cot,32135,TULIP,5,1,6,6,1
gemma2:2b,semantic_4,cot,32135,TULIP,5,2,6,6,1
gemma2:2b,semantic_4,cot,32135,TULIP,5,3,6,6,1
gemma2:2b,semantic_4,cot,32135,TULIP,5,4,6,6,0
gemma2:2b,semantic_4,cot,32135,TULIP,5,5,6,6,1
gemma2:2b,trivial,cot,33114,VOLCANO,5,0,0,6,0
gemma2:2b,trivial,cot,33114,VOLCANO,5,1,2,6,1
gemma2:2b,trivial,cot,33114,VOLCANO,5,2,6,6,0
gemma2:2b,trivial,cot,33114,VOLCANO,5,3,0,6,0
gemma2:2b,trivial,cot,33114,VOLCANO,5,4,1,6,1
gemma2:2b,trivial,cot,33114,VOLCANO,5,5,0,6,1
gemma2:2b,semantic_4,cot,33135,QUIVER,5,0,2,6,0
gemma2:2b,semantic_4,cot,33135,QUIVER,5,1,2,6,1
gemma2:2b,semantic_4,cot,33135,QUIVER,5,2,6,6,1
gemma2:2b,semantic_4,cot,33135,QUIVER,5,3,0,6,0
gemma2:2b,semantic_4,cot,33135,QUIVER,5,4,1,6,0
gemma2:2b,semantic_4,cot,33135,QUIVER,5,5,6,6,1
gemma2:2b,trivial,cot,34114,ALMOND,5,0,0,6,0
gemma2:2b,trivial,cot,34114,ALMOND,5,1,4,6,1
gemma2:2b,trivial,cot,34114,ALMOND,5,2,5,6,1
gemma2:2b,trivial,cot,34114,ALMOND,5,3,1,6,0
gemma2:2b,trivial,cot,34114,ALMOND,5,4,6,6,0
gemma2:2b,trivial,cot,34114,ALMOND,5,5,6,6,0
gemma2:2b,semantic_4,cot,34135,ROOSTER,5,0,2,6,0
gemma2:2b,semantic_4,cot,34135,ROOSTER,5,1,6,6,1
gemma2:2b,semantic_4,cot,34135,ROOSTER,5,2,0,6,0
gemma2:2b,semantic_4,cot,34135,ROOSTER,5,3,0,6,0
gemma2:2b,semantic_4,cot,34135,ROOSTER,5,4,1,6,0
gemma2:2b,semantic_4,cot,34135,ROOSTER,5,5,6,6,1
gemma2:2b,trivial,cot,35114,SCARECROW,5,0,6,6,0
gemma2:2b,trivial,cot,35114,SCARECROW,5,1,4,6,0
gemma2:2b,trivial,cot,35114,SCARECROW,5,2,6,6,0
gemma2:2b,trivial,cot,35114,SCARECROW,5,3,1,6,0
gemma2:2b,trivial,cot,35114,SCARECROW,5,4,0,6,0
gemma2:2b,trivial,cot,35114,SCARECROW,5,5,0,6,0
gemma2:2b,semantic_4,cot,35135,WATERMELON,5,0,6,6,1
gemma2:2b,semantic_4,cot,35135,WATERMELON,5,1,6,6,1
gemma2:2b,semantic_4,cot,35135,WATERMELON,5,2,1,6,0
gemma2:2b,semantic_4,cot,35135,WATERMELON,5,3,6,6,1
gemma2:2b,semantic_4,cot,35135,WATERMELON,5,4,0,6,0
gemma2:2b,semantic_4,cot,35135,WATERMELON,5,5,2,6,0
gemma2:2b,trivial,cot,36114,DUMPLING,5,0,2,6,0
gemma2:2b,trivial,cot,36114,DUMPLING,5,1,6,6,0
gemma2:2b,trivial,cot,36114,DUMPLING,5,2,0,6,0
gemma2:2b,trivial,cot,36114,DUMPLING,5,3,0,6,0
gemma2:2b,trivial,cot,36114,DUMPLING,5,4,2,6,0
gemma2:2b,trivial,cot,36114,DUMPLING,5,5,5,6,0
gemma2:2b,semantic_4,cot,36135,DANDELION,5,0,5,6,0
gemma2:2b,semantic_4,cot,36135,DANDELION,5,1,0,6,0
gemma2:2b,semantic_4,cot,36135,DANDELION,5,2,0,6,0
gemma2:2b,semantic_4,cot,36135,DANDELION,5,3,6,6,1
gemma2:2b,semantic_4,cot,36135,DANDELION,5,4,4,6,1
gemma2:2b,semantic_4,cot,36135,DANDELION,5,5,0,6,0
gemma2:2b,trivial,cot,37114,KETTLE,5,0,6,6,1
gemma2:2b,trivial,cot,37114,KETTLE,5,1,0,6,0
gemma2:2b,trivial,cot,37114,KETTLE,5,2,6,6,1
gemma2:2b,trivial,cot,37114,KETTLE,5,3,6,6,1
gemma2:2b,trivial,cot,37114,KETTLE,5,4,6,6,0
gemma2:2b,trivial,cot,37114,KETTLE,5,5,0,6,0
gemma2:2b,semantic_4,cot,37135,ALMOND,5,0,6,6,1
gemma2:2b,semantic_4,cot,37135,ALMOND,5,1,0,6,0
gemma2:2b,semantic_4,cot,37135,ALMOND,5,2,5,6,1
gemma2:2b,semantic_4,cot,37135,ALMOND,5,3,6,6,0
gemma2:2b,semantic_4,cot,37135,ALMOND,5,4,6,6,1
gemma2:2b,semantic_4,cot,37135,ALMOND,5,5,3,6,0
gemma2:2b,trivial,cot,38114,OBELISK,5,0,0,6,0
gemma2:2b,trivial,cot,38114,OBELISK,5,1,0,6,0
gemma2:2b,trivial,cot,38114,OBELISK,5,2,6,6,1
gemma2:2b,trivial,cot,38114,OBELISK,5,3,0,6,0
gemma2:2b,trivial,cot,38114,OBELISK,5,4,4,6,0
gemma2:2b,trivial,cot,38114,OBELISK,5,5,6,6,1
gemma2:2b,semantic_4,cot,38135,OBELISK,5,0,6,6,1
gemma2:2b,semantic_4,cot,38135,OBELISK,5,1,5,6,0
gemma2:2b,semantic_4,cot,38135,OBELISK,5,2,0,6,0
gemma2:2b,semantic_4,cot,38135,OBELISK,5,3,6,6,1
gemma2:2b,semantic_4,cot,38135,OBELISK,5,4,6,6,1
gemma2:2b,semantic_4,cot,38135,OBELISK,5,5,0,6,0
gemma2:2b,trivial,cot,39114,RAVIOLI,5,0,1,6,0
gemma2:2b,trivial,cot,39114,RAVIOLI,5,1,6,6,0
gemma2:2b,trivial,cot,39114,RAVIOLI,5,2,0,6,0
gemma2:2b,trivial,cot,39114,RAVIOLI,5,3,6,6,0
gemma2:2b,trivial,cot,39114,RAVIOLI,5,4,6,6,1
gemma2:2b,trivial,cot,39114,RAVIOLI,5,5,6,6,1
gemma2:2b,semantic_4,cot,39135,ESPRESSO,5,0,0,6,0
gemma2:2b,semantic_4,cot,39135,ESPRESSO,5,1,5,6,0
gemma2:2b,semantic_4,cot,39135,ESPRESSO,5,2,6,6,1
gemma2:2b,semantic_4,cot,39135,ESPRESSO,5,3,0,6,0
gemma2:2b,semantic_4,cot,39135,ESPRESSO,5,4,6,6,1
gemma2:2b,semantic_4,cot,39135,ESPRESSO,5,5,0,6,0
gemma2:2b,trivial,cot,40114,MARBLE,5,0,6,6,1
gemma2:2b,trivial,cot,40114,MARBLE,5,1,0,6,0
gemma2:2b,trivial,cot,40114,MARBLE,5,2,0,6,0
gemma2:2b,trivial,cot,40114,MARBLE,5,3,6,6,1
gemma2:2b,trivial,cot,40114,MARBLE,5,4,0,6,0
gemma2:2b,trivial,cot,40114,MARBLE,5,5,0,6,0
gemma2:2b,semantic_4,cot,40135,GONDOLA,5,0,5,6,0
gemma2:2b,semantic_4,cot,40135,GONDOLA,5,1,6,6,1
gemma2:2b,semantic_4,cot,40135,GONDOLA,5,2,6,6,1
gemma2:2b,semantic_4,cot,40135,GONDOLA,5,3,5,6,1
gemma2:2b,semantic_4,cot,40135,GONDOLA,5,4,6,6,0
gemma2:2b,semantic_4,cot,40135,GONDOLA,5,5,5,6,0
